recipe_id,dish_name,retrieval_text
recipe_0078,土豆丝炒肉,"菜名：土豆丝炒肉
别名：土豆炒肉丝，土豆肉丝
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：25分钟
主食材：土豆，猪里脊肉
食材：土豆，猪里脊肉，青椒，葱
调味：生抽，老抽，料酒，盐，白胡椒粉，食用油
口味：咸香，酱香
简介：家常快手菜，土豆丝爽脆，肉丝嫩滑，咸香下饭。
步骤：土豆去皮切丝，泡水去淀粉；猪肉切丝，加料酒、白胡椒粉腌制；青椒切丝，葱切段。 热锅冷油，下肉丝炒至变色，盛出备用。 锅中留底油，下土豆丝翻炒至半透明，加入青椒丝和葱段。 倒入肉丝，加生抽、老抽、盐，快速翻炒均匀即可出锅。
关键词：土豆丝，炒肉，家常菜，快手菜，土豆炒肉，下饭菜
"
recipe_0079,蒜蓉炒青菜,"菜名：蒜蓉炒青菜
别名：炒青菜，蒜蓉生菜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：青菜
食材：青菜，大蒜
调味：盐，食用油
口味：清淡，蒜香
简介：简单绿叶菜，蒜香浓郁，清爽解腻，适合搭配主食。
步骤：青菜洗净切段；大蒜切末。 热锅下油，爆香蒜末。 倒入青菜，大火快速翻炒至变软。 加盐调味，翻炒均匀即可出锅。
关键词：炒青菜，蒜蓉青菜，绿叶菜，家常菜，快手菜，蒜香
"
recipe_0080,蒜蓉炒菠菜,"菜名：蒜蓉炒菠菜
别名：清炒菠菜
地区风格：家常
类型：绿叶菜
难度：简单
适合人数：2
耗时：10分钟
主食材：菠菜
食材：菠菜，大蒜
调味：盐，食用油
口味：清淡，咸香
简介：清爽的绿叶菜，蒜香提味，简单健康。
步骤：菠菜洗净，大蒜切末。 热锅冷油，下蒜末爆香。 放入菠菜大火快速翻炒至变软。 加盐调味，炒匀出锅。
关键词：蒜蓉菠菜，清炒菠菜，绿叶菜，家常小炒，快手菜
"
recipe_0081,葱油鸡,"菜名：葱油鸡
别名：
地区风格：粤式家常
类型：热菜
难度：中等
适合人数：4
耗时：40分钟
主食材：鸡腿
食材：鸡腿，小葱
调味：食用油，盐，姜片，料酒
口味：葱香，咸香
简介：粤式家常菜，鸡肉鲜嫩，葱油香气浓郁，简单易做。
步骤：鸡腿洗净，加姜片、料酒、盐腌制10分钟。 鸡腿放入蒸锅，大火蒸20分钟至熟透，取出切块。 小葱切葱花，热油爆香至葱油香味溢出。 葱油淋在鸡块上，拌匀即可。
关键词：葱油鸡，蒸鸡，鸡肉家常菜，粤菜家常，葱香
"
recipe_0082,剩菜炒饭,"菜名：剩菜炒饭
别名：蛋炒饭
地区风格：家常
类型：主食
难度：简单
适合人数：2
耗时：15分钟
主食材：剩米饭
食材：剩米饭，鸡蛋，火腿肠，青豆，胡萝卜丁
调味：食用油，盐，生抽，葱花
口味：咸香
简介：利用冰箱剩菜和米饭，快速做成美味炒饭，经济实惠。
步骤：鸡蛋打散，热油炒熟盛出；火腿肠、胡萝卜切丁。 热油，下胡萝卜丁、青豆、火腿肠丁翻炒。 加入剩米饭，炒散，加盐、生抽调味。 加入炒好的鸡蛋、葱花，炒匀出锅。
关键词：剩菜炒饭，蛋炒饭，炒饭，冰箱剩菜，快手主食
"
recipe_0083,鱼香肉丝,"菜名：鱼香肉丝
别名：鱼香肉丝
地区风格：川菜
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：猪里脊肉，胡萝卜，青椒
食材：猪里脊肉，胡萝卜，青椒，木耳，葱，姜，蒜
调味：生抽，老抽，醋，白糖，料酒，淀粉，盐，食用油
口味：酸甜，咸香
简介：经典川菜，酸甜开胃，肉丝嫩滑，配菜丰富，适合家庭日常制作。
步骤：猪里脊肉切丝，用料酒、淀粉、盐腌制10分钟。 胡萝卜、青椒、木耳切丝，葱姜蒜切末。 热锅冷油，下肉丝滑炒至变色，盛出备用。 锅中留底油，爆香葱姜蒜，加入胡萝卜、青椒、木耳翻炒。 倒入肉丝，加入生抽、老抽、醋、白糖、盐调味，快速翻炒均匀即可。
关键词：鱼香肉丝，川菜，酸甜，肉丝，下饭菜，家常菜，快手菜
"
recipe_0084,青椒肉片,"菜名：青椒肉片
别名：青椒炒肉片
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：20分钟
主食材：猪瘦肉，青椒
食材：猪瘦肉，青椒，蒜
调味：生抽，老抽，料酒，淀粉，盐，食用油
口味：咸香，蒜香
简介：简单快手的猪肉小炒，肉片嫩滑，青椒爽口，蒜香提味，是家庭常备菜。
步骤：猪瘦肉切片，用料酒、淀粉、盐腌制10分钟。 青椒去籽切块，蒜切片。 热锅冷油，下肉片滑炒至变色，盛出备用。 锅中留底油，爆香蒜片，加入青椒翻炒至断生。 倒入肉片，加入生抽、老抽、盐调味，快速翻炒均匀即可。
关键词：青椒肉片，猪肉小炒，家常菜，快手菜，蒜香，便当菜
"
recipe_0085,酸辣土豆丝,"菜名：酸辣土豆丝
别名：酸辣土豆丝
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：15分钟
主食材：土豆，青椒
食材：土豆，青椒，干辣椒，蒜
调味：醋，生抽，盐，白糖，食用油
口味：酸辣，咸香
简介：经典家常土豆菜，酸辣开胃，土豆丝脆爽，制作快速，适合日常餐桌。
步骤：土豆去皮切丝，泡水去除淀粉，青椒切丝，干辣椒切段，蒜切片。 热锅冷油，爆香干辣椒和蒜片。 加入土豆丝和青椒丝，大火快速翻炒。 加入醋、生抽、盐、白糖调味，翻炒均匀即可出锅。
关键词：酸辣土豆丝，土豆菜，家常菜，快手菜，酸辣，下饭菜
"
recipe_0086,蒜蓉炒蘑菇,"菜名：蒜蓉炒蘑菇
别名：蒜蓉蘑菇
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：15分钟
主食材：蘑菇，蒜
食材：蘑菇，蒜，葱
调味：生抽，盐，食用油
口味：蒜香，咸香
简介：简单菌菇小炒，蒜香浓郁，蘑菇滑嫩，低油健康，适合家庭日常食用。
步骤：蘑菇洗净切片，蒜切末，葱切段。 热锅冷油，爆香蒜末。 加入蘑菇片，大火翻炒至变软出水。 加入生抽、盐调味，撒上葱段翻炒均匀即可。
关键词：蒜蓉炒蘑菇，菌菇菜，家常菜，快手菜，蒜香，低油
"
recipe_0087,蒜蓉炒南瓜,"菜名：蒜蓉炒南瓜
别名：清炒南瓜，蒜香南瓜
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：南瓜，大蒜
食材：南瓜，大蒜，小葱
调味：食用油，盐，鸡精
口味：蒜香，鲜
简介：简单快手的家常素菜，蒜香浓郁，南瓜软糯香甜。
步骤：南瓜去皮去籽，切成薄片或小块。大蒜切末，小葱切葱花。 热锅冷油，放入蒜末爆香。 加入南瓜片翻炒均匀，加少许水焖煮至南瓜变软。 加盐和鸡精调味，撒上葱花翻炒出锅。
关键词：南瓜，蒜蓉，炒南瓜，素菜，快手菜，家常菜
"
recipe_0088,蒜蓉炒生菜,"菜名：蒜蓉炒生菜
别名：清炒生菜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：生菜，大蒜
食材：生菜，大蒜
调味：食用油，盐，蚝油
口味：蒜香，鲜
简介：简单快手的绿叶菜，蒜香浓郁，生菜脆嫩爽口。
步骤：生菜洗净撕成小块，大蒜切末。 热锅冷油，放入蒜末爆香。 加入生菜快速翻炒至变软。 加盐和蚝油调味，翻炒均匀出锅。
关键词：蒜蓉生菜，炒生菜，绿叶菜，素菜，快手菜，家常菜
"
recipe_0089,蒸肉末豆腐,"菜名：蒸肉末豆腐
别名：肉末蒸豆腐
地区风格：家常
类型：蒸菜
难度：简单
适合人数：3
耗时：20分钟
主食材：豆腐，猪肉末
食材：嫩豆腐，猪肉末，小葱
调味：生抽，料酒，盐，香油
口味：咸香，鲜
简介：一道家常蒸菜，豆腐嫩滑，肉末鲜美，简单易做。
步骤：豆腐切块铺在盘中，猪肉末用料酒和盐拌匀。 将肉末铺在豆腐上，淋上生抽。 蒸锅水开后，放入盘子蒸10分钟。 出锅后撒葱花，滴香油即可。
关键词：蒸豆腐，肉末豆腐，家常蒸菜，豆腐菜，快手蒸菜
"
recipe_0090,香菇炒鸡片,"菜名：香菇炒鸡片
别名：香菇鸡片
地区风格：家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：鸡胸肉，香菇
食材：鸡胸肉，鲜香菇，青椒，生姜
调味：生抽，料酒，盐，淀粉，食用油
口味：咸香，鲜
简介：一道家常菌菇鸡肉菜，鸡肉嫩滑，香菇鲜美，营养均衡。
步骤：鸡胸肉切片，用料酒、淀粉抓匀；香菇切片，青椒切块，生姜切丝。 热锅下油，滑炒鸡片至变色，盛出备用。 锅中留底油，爆香姜丝，加入香菇和青椒翻炒。 放回鸡片，加生抽和盐调味，翻炒均匀即可出锅。
关键词：香菇炒鸡片，香菇鸡片，家常小炒，菌菇菜，鸡肉菜
"
recipe_0091,清蒸鲈鱼,"菜名：清蒸鲈鱼
别名：蒸鲈鱼，家常蒸鱼
地区风格：江浙家常
类型：蒸菜
难度：中等
适合人数：3
耗时：25分钟
主食材：鲈鱼，生姜，小葱
食材：鲈鱼，生姜，小葱
调味：料酒，蒸鱼豉油，食用油
口味：鲜，清淡
简介：江浙家常蒸菜，鱼肉鲜嫩，原汁原味，适合家庭聚餐。
步骤：鲈鱼处理干净，两面划几刀，用料酒和姜片腌制10分钟。 鱼身放上姜片和葱段，放入蒸锅，大火蒸8-10分钟。 取出后倒掉盘中多余水分，淋上蒸鱼豉油。 热油浇在鱼身上，撒上葱花即可。
关键词：清蒸鲈鱼，蒸鱼，家常蒸菜，鲜味，清淡菜，江浙菜
"
recipe_0092,手撕包菜,"菜名：手撕包菜
别名：炒包菜，干锅包菜
地区风格：湘式家常
类型：小炒
难度：简单
适合人数：3
耗时：10分钟
主食材：包菜
食材：包菜，干辣椒，蒜
调味：生抽，醋，盐，食用油
口味：香辣，咸香
简介：一道经典的湘式下饭菜，香辣开胃，做法简单，适合搭配米饭。
步骤：包菜手撕成片，干辣椒切段，蒜切片备用。 热锅倒油，放入干辣椒和蒜片爆香。 加入包菜大火快速翻炒至变软。 加入生抽、醋和盐调味，翻炒均匀即可。
关键词：手撕包菜，炒包菜，湘菜下饭，香辣小炒，快手菜，家常素菜
"
recipe_0093,香菇炖鸡,"菜名：香菇炖鸡
别名：香菇焖鸡，菌菇炖鸡
地区风格：家常
类型：炖菜
难度：中等
适合人数：4
耗时：60分钟
主食材：鸡腿，香菇
食材：鸡腿，干香菇，姜
调味：盐，生抽，料酒，食用油
口味：鲜
简介：一道鲜美的炖菜，香菇和鸡肉慢炖，汤汁浓郁，适合家庭聚餐。
步骤：干香菇泡发洗净，鸡腿切块焯水去腥。 热锅冷油，放入姜片爆香，加入鸡块翻炒至微黄。 加入香菇、生抽、料酒和适量水，大火烧开转小火炖煮。 炖至鸡肉软烂，加盐调味，收汁即可。
关键词：香菇炖鸡，菌菇炖鸡，炖菜，家常炖菜，菌菇类，鸡肉菜
"
recipe_0094,葱油饼,"菜名：葱油饼
别名：家常葱油饼，早餐饼
地区风格：北方家常
类型：早餐
难度：中等
适合人数：2
耗时：30分钟
主食材：面粉，小葱
食材：面粉，小葱，温水
调味：盐，食用油
口味：咸香
简介：北方家常早餐，葱香浓郁，外酥内软，简单易做，适合搭配粥或豆浆。
步骤：面粉加温水和成光滑面团，醒发10分钟。小葱切末。 面团擀成薄片，刷油，撒盐和葱花，卷起后压扁擀成饼。 平底锅刷油，放入饼坯，小火煎至两面金黄即可。
关键词：葱油饼，早餐饼，早餐家常，面食，北方家常，快手早餐
"
recipe_0095,清炒南瓜片,"菜名：清炒南瓜片
别名：炒南瓜，家常南瓜
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：南瓜
食材：南瓜，大蒜，小葱
调味：盐，食用油
口味：清淡，鲜
简介：一道简单清爽的家常小炒，南瓜软糯带甜，适合日常配饭。
步骤：南瓜去皮去籽，切成薄片；大蒜切片，小葱切段。 热锅冷油，下蒜片爆香。 放入南瓜片，大火翻炒至微软。 加盐调味，撒葱段翻炒均匀即可出锅。
关键词：南瓜，清炒南瓜，家常南瓜菜，快手菜，素菜，炒菜
"
recipe_0096,鱼香肉丝,"菜名：鱼香肉丝
别名：鱼香炒肉丝
地区风格：川菜家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：猪里脊肉，木耳
食材：猪里脊肉，木耳，胡萝卜，青椒
调味：郫县豆瓣酱，醋，糖，生抽，料酒，淀粉，食用油，盐
口味：酸甜，咸香
简介：川味家常菜，肉丝嫩滑，配菜爽脆，鱼香味浓郁开胃。
步骤：肉切丝，加料酒、淀粉和少许油腌制10分钟；木耳泡发切丝，胡萝卜和青椒切丝。 热锅冷油，下肉丝滑炒至变色，盛出备用。 锅中留底油，下豆瓣酱炒香，加入胡萝卜、木耳、青椒丝翻炒。 放入肉丝，加生抽、糖、醋和盐调味，快速翻炒均匀即可。
关键词：鱼香肉丝，川菜，下饭菜，肉丝，酸甜，家常小炒
"
recipe_0097,番茄鸡蛋面,"菜名：番茄鸡蛋面
别名：西红柿鸡蛋面
地区风格：家常
类型：早餐
难度：简单
适合人数：2
耗时：15分钟
主食材：挂面，鸡蛋，番茄
食材：挂面，鸡蛋，番茄，小葱
调味：盐，食用油，生抽
口味：酸甜，鲜
简介：简单快手的早餐面，番茄酸甜开胃，鸡蛋营养，适合忙碌早晨。
步骤：番茄切小块，鸡蛋打散，小葱切葱花。 锅中烧水煮面，煮熟后捞出过凉水备用。 另起锅热油，下鸡蛋炒散盛出；用余油炒番茄至出汁。 加入鸡蛋、盐和生抽，翻炒均匀，浇在面上，撒葱花即可。
关键词：番茄鸡蛋面，早餐面，快手早餐，面条，家常面，西红柿鸡蛋面
"
recipe_0098,鱼香茄子,"菜名：鱼香茄子
别名：鱼香茄子煲
地区风格：川菜
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：茄子，猪肉末，豆瓣酱
食材：茄子，猪肉末，青椒，红椒，葱，姜，蒜
调味：生抽，老抽，醋，糖，料酒，豆瓣酱，淀粉，盐，油
口味：咸香，微辣，酸甜
简介：经典川式下饭菜，茄子软糯入味，鱼香味浓郁，适合配米饭。
步骤：茄子切滚刀块，青红椒切块，葱姜蒜切末。 热锅多油，将茄子炸软后捞出沥油。 锅中留底油，爆香葱姜蒜和豆瓣酱，加入肉末炒散。 加入青红椒翻炒，放入茄子，倒入生抽、老抽、醋、糖、料酒和少量水。 淀粉加水调匀，勾芡收汁，加盐调味即可。
关键词：鱼香茄子，茄子做法，川菜茄子，下饭菜，家常茄子菜
"
recipe_0099,麻婆豆腐,"菜名：麻婆豆腐
别名：麻辣豆腐
地区风格：川菜
类型：热菜
难度：中等
适合人数：3
耗时：20分钟
主食材：嫩豆腐，猪肉末，豆瓣酱
食材：嫩豆腐，猪肉末，葱，姜，蒜
调味：豆瓣酱，花椒粉，生抽，料酒，淀粉，盐，油
口味：香辣，咸香
简介：经典川菜，豆腐嫩滑麻辣，肉末鲜香，非常下饭。
步骤：豆腐切小块，葱姜蒜切末。 热锅加油，爆香葱姜蒜和豆瓣酱，加入肉末炒至变色。 加入豆腐轻轻翻炒，倒入生抽、料酒和少量水，煮约5分钟。 淀粉加水调匀，勾芡收汁，撒花椒粉和盐调味即可。
关键词：麻婆豆腐，川菜豆腐，下饭菜，麻辣豆腐，家常豆腐菜
"
recipe_0100,酱油炒饭,"菜名：酱油炒饭
别名：老抽炒饭
地区风格：家常
类型：主食
难度：简单
适合人数：2
耗时：15分钟
主食材：剩米饭，鸡蛋，生抽
食材：剩米饭，鸡蛋，火腿肠，青豆，胡萝卜，葱
调味：生抽，老抽，盐，油
口味：咸香，酱香
简介：利用剩米饭的快手主食，酱油香浓，配料丰富，简单又饱腹。
步骤：火腿肠、胡萝卜切丁，葱切末，鸡蛋打散。 热锅加油，倒入蛋液炒熟后盛出。 锅中再加点油，放入火腿肠、胡萝卜、青豆翻炒。 加入米饭炒散，倒入生抽、老抽和盐，加入炒好的鸡蛋和葱末翻炒均匀即可。
关键词：酱油炒饭，炒饭做法，家常主食，剩米饭食谱，快手炒饭
"
recipe_0101,蒜蓉粉丝蒸娃娃菜,"菜名：蒜蓉粉丝蒸娃娃菜
别名：蒜蓉粉丝蒸白菜，蒸娃娃菜
地区风格：家常
类型：蒸菜
难度：简单
适合人数：3
耗时：20分钟
主食材：娃娃菜，粉丝，大蒜
食材：娃娃菜，粉丝，大蒜，小葱
调味：生抽，蚝油，盐，食用油
口味：蒜香，咸香
简介：一道简单健康的蒸菜，蒜香浓郁，适合家庭日常。
步骤：粉丝用温水泡软，娃娃菜洗净切块，大蒜切末，小葱切葱花。 将娃娃菜铺在盘中，放上粉丝，撒上蒜末。 蒸锅水烧开，放入盘子，大火蒸8-10分钟至娃娃菜变软。 取出后淋上生抽、蚝油和热油，撒葱花即可。
关键词：蒜蓉粉丝蒸娃娃菜，蒸菜，家常菜，蒜香，娃娃菜，粉丝，蒸娃娃菜做法
"
recipe_0102,清炒南瓜片,"菜名：清炒南瓜片
别名：炒南瓜，南瓜小炒
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：南瓜，大蒜
食材：南瓜，大蒜，小葱
调味：盐，食用油
口味：清淡，咸香
简介：简单快手的家常小炒，南瓜软糯清甜，适合日常。
步骤：南瓜去皮去籽，切片；大蒜切片，小葱切段。 热锅放油，爆香蒜片，放入南瓜片翻炒。 加少许水，盖上锅盖焖煮3-5分钟至南瓜变软。 加盐调味，撒葱段翻炒均匀出锅。
关键词：清炒南瓜片，南瓜菜，家常小炒，清淡，炒南瓜做法，南瓜食谱
"
recipe_0103,蒜苔炒肉丝,"菜名：蒜苔炒肉丝
别名：蒜苔肉丝
地区风格：家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：猪肉，蒜苔
食材：猪肉里脊，蒜苔
调味：生抽，料酒，盐，蒜末，姜末
口味：蒜香，咸香
简介：蒜香浓郁的家常小炒，肉丝嫩滑，蒜苔爽脆，非常下饭。
步骤：猪肉切丝，用生抽、料酒腌制10分钟。蒜苔洗净切段。 热锅倒油，放入蒜末、姜末爆香。 加入肉丝快速翻炒至变色后盛出。 锅中留底油，放入蒜苔翻炒至断生，加盐调味。 倒入肉丝，翻炒均匀即可出锅。
关键词：蒜苔炒肉丝，蒜苔肉丝，猪肉小炒，家常菜，蒜香
"
recipe_0104,蒜蓉炒香菇,"菜名：蒜蓉炒香菇
别名：炒香菇，香菇小炒
地区风格：家常
类型：小炒
难度：简单
适合人数：2
耗时：15分钟
主食材：香菇
食材：鲜香菇，大蒜，青椒
调味：生抽，蚝油，盐，油
口味：咸香
简介：快手家常小炒，香菇鲜嫩，蒜香浓郁，简单易做。
步骤：香菇切片，大蒜切末，青椒切丝。 热锅冷油，下蒜末爆香。 加入香菇片翻炒至变软。 加入青椒丝、生抽、蚝油翻炒均匀。 加盐调味，炒匀即可出锅。
关键词：蒜蓉炒香菇，炒香菇，香菇菜，菌菇菜，家常小炒，快手菜，素食菜
"
recipe_0105,蒜蓉蒸南瓜,"菜名：蒜蓉蒸南瓜
别名：蒸南瓜，蒜香南瓜
地区风格：粤式家常
类型：蒸菜
难度：简单
适合人数：3
耗时：25分钟
主食材：南瓜
食材：南瓜，大蒜，小葱
调味：盐，生抽，食用油
口味：蒜香，鲜
简介：一道简单健康的蒸菜，蒜香浓郁，南瓜软糯香甜，适合家庭日常。
步骤：南瓜去皮去籽，切成约1厘米厚的片，摆入盘中。 大蒜切末，小葱切葱花。 在南瓜上均匀撒上蒜末、盐和生抽。 蒸锅水烧开，放入南瓜蒸15分钟至软熟。 取出后撒上葱花，淋上热油即可。
关键词：南瓜做法，蒸南瓜，蒜蓉南瓜，家常蒸菜，粤菜家常，素食菜谱
"
recipe_0106,冬瓜排骨汤,"菜名：冬瓜排骨汤
别名：排骨冬瓜汤，炖冬瓜汤
地区风格：家常
类型：炖菜
难度：中等
适合人数：4
耗时：60分钟
主食材：冬瓜，排骨
食材：排骨，冬瓜，姜，小葱
调味：盐，料酒
口味：鲜
简介：营养丰富的家常炖汤，冬瓜软烂，排骨鲜香，适合全家享用。
步骤：排骨洗净，冷水下锅，加料酒焯水去腥，捞出冲洗干净。 冬瓜去皮去瓤，切成块；小葱切葱花。 汤锅中加水，放入排骨和姜片，大火烧开后转小火炖40分钟。 加入冬瓜块，继续炖15分钟至冬瓜透明。 加盐调味，撒上葱花即可出锅。
关键词：冬瓜排骨汤，炖冬瓜，家常汤，排骨汤做法，炖菜食谱
"
recipe_0107,蒜蓉空心菜,"菜名：蒜蓉空心菜
别名：蒜炒空心菜，清炒空心菜
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：空心菜，大蒜
食材：空心菜，大蒜
调味：盐，食用油
口味：蒜香，咸香
简介：一道简单快手的绿叶菜，蒜香浓郁，适合日常配饭。
步骤：空心菜洗净切段，大蒜切末。 热锅下油，放入蒜末爆香。 加入空心菜快速翻炒至变软。 加盐调味，炒匀出锅。
关键词：蒜蓉空心菜，炒空心菜，绿叶菜，家常小炒，蒜香蔬菜
"
recipe_0108,清炒冬瓜片,"菜名：清炒冬瓜片
别名：炒冬瓜
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：冬瓜，葱
食材：冬瓜，葱
调味：盐，食用油
口味：葱香，清淡
简介：一道清淡爽口的家常菜，冬瓜软嫩，葱香提味，适合夏季食用。
步骤：冬瓜去皮切片，葱切段。 热锅下油，放入葱段爆香。 加入冬瓜片翻炒至半透明。 加盐调味，炒匀出锅。
关键词：清炒冬瓜，冬瓜片，清淡家常，葱香蔬菜，快手菜
"
